sigla_uf,id_municipio,ano,populacao_atendida_agua,populacao_atendida_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
PE,2609808,2020,6381,5308,935068.45,888068.45,22000.0,28878.13,0.0,963946.58,25000.0,905669.34,295764.6,461513.23,9,2000.0,85302.5,197790.02,1003941.38,103238.58,1294903.54,81136.8,0.0,73075.15,12150.52,183260.48,94436.26,38499.69,93202.67,10035.91,141738.27,1000.0,10000.0,0.0,12892.34,4776.27,0.0,0.0,17668.61,0.0,0.0,17668.61,15000.0,17000.0,12000.0,0.0,0.0,54000.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2613701,2017,82070,10914,13073453.69,11282160.25,1791293.44,449383.08,0.0,13522836.77,0.0,12286771.02,8174728.32,4078995.33,40,1135350.84,403534.27,1719775.42,9840203.42,491917.29,11493148.35,12411.24,0.0,1242910.78,0.0,1259636.78,1148616.4,957985.61,491917.29,0.0,1449902.9,0.0,0.0,0.0,9248.32,498906.94,29930093.68,0.0,30039626.8,398622.14,0.0,30438248.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2800209,2018,20264,5000,3710289.48,3690289.48,20000.0,391048.73,0.0,4101338.21,0.0,3632254.74,3641878.03,15970329.67,193,179901.59,2161948.33,1356901.33,22102732.79,1200.0,50319838.1,119105.31,0.0,251281.45,11000.0,2182370.42,28085800.0,5000.0,1200.0,0.0,6200.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,10000.0,50000.0,,10000.0,30000.0,,,,,,,
SE,2803005,2021,32089,27591,5332961.23,5332961.23,0.0,472993.05,0.0,5805954.28,0.0,5317644.2,0.0,2016790.68,30,307553.06,1993127.1,307482.45,5337176.16,0.0,5482569.61,145393.44,0.0,712222.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897212.16,0.0,0.0,897212.16,0.0,0.0,897212.16,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2702405,2014,50650,40000,6841867.67,6841867.67,0.0,251195.67,0.0,7093063.34,0.0,7050398.15,5067588.79,3519613.85,57,92067.5,1815051.98,3030291.32,8808272.99,6701670.81,18503339.7,2731574.37,0.0,250826.53,94399.73,100421.81,167421.8,291195.65,6138611.22,563059.59,6992866.46,0.0,0.0,0.0,0.0,0.0,498125.0,0.0,498125.0,0.0,0.0,498125.0,0.0,0.0,240000.0,240000.0,0.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2702405,2013,49661,38000,7106158.01,7106158.01,0.0,450580.94,0.0,7556738.95,0.0,6220600.96,6034160.48,3302684.74,68,57945.78,1661286.45,2329487.53,7900134.62,3215523.37,13408174.83,2128357.39,0.0,213922.96,5946.11,334807.16,158213.34,54467.56,2901982.91,313540.46,3269990.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,120000.0,120000.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2708600,2015,60539,59830,7201909.22,6213792.3,988116.92,179534.96,0.0,7381444.18,0.0,6967229.0,1461707.11,4572824.7,96,91333.64,686466.14,72116.97,6778558.08,0.0,6778558.08,0.0,0.0,8872.87,0.0,1346943.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93795.06,45245.78,0.0,139040.84,0.0,0.0,139040.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2609501,2014,28903,3413,3450843.09,3202520.1,248322.99,163785.89,0.0,3614628.98,0.0,3609182.27,1089893.8,2035785.11,24,248317.47,296295.77,366081.57,3464820.4,138674.95,3730413.43,5940.53,0.0,332450.92,0.0,185889.56,120977.55,147044.86,127794.51,10880.44,285719.81,0.0,,,33703.98,209972.58,176905.57,0.0,261951.44,9608.83,149021.86,420582.13,,,,,,,,,,,,,,
PE,2613701,2015,74262,10603,11242376.24,10059705.29,1182670.95,526642.31,0.0,11769018.55,0.0,10041490.19,7808279.03,3052436.07,35,856625.6,408243.49,1454931.31,10833882.28,525537.9,11826745.56,28540.94,0.0,1086160.94,0.0,3975484.87,438784.44,443561.92,468708.23,56829.67,969099.82,0.0,,0.0,112915.73,451234.5,21778604.75,0.0,22189993.54,0.0,152761.44,22342754.98,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2615201,2016,9908,5254,1023896.92,1023896.92,0.0,61157.87,0.0,1085054.79,0.0,974901.31,315358.71,957824.19,11,7306.05,21775.8,41537.77,1283442.1,49147.22,1393562.84,71.74,0.0,102252.21,0.0,152746.08,60901.78,44975.58,46269.62,2877.6,94122.8,0.0,24653.0,0.0,11235.44,2589.73,0.0,0.0,13825.17,0.0,0.0,13825.17,0.0,169909.43,1453.0,,,,196015.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2616100,2014,9163,2777,739059.37,674059.37,60000.0,80034.3,0.0,819093.67,5000.0,751714.26,475555.22,119824.38,3,500.0,683.74,63807.6,332076.19,28735.7,486831.8,747.66,0.0,74583.26,100000.0,72677.21,25272.25,30470.07,26481.09,2254.61,59205.77,0.0,0.0,,6984.01,57487.44,0.0,0.0,64471.45,0.0,0.0,64471.45,0.0,40000.0,0.0,40000.0,0.0,0.0,40000.0,,,,,,,
SE,2806107,2015,7185,10364,1863012.33,1863012.33,0.0,77088.16,0.0,1940100.49,0.0,1364653.63,1908109.0,974074.82,12,3203.28,277239.76,78911.16,1461493.9,0.0,1469792.02,8298.12,0.0,128064.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2701407,2011,43685,10500,361172.67,361172.67,0.0,14375.61,0.0,375548.28,0.0,447095.34,1603033.92,236173.86,17,48898.0,457545.12,22629.32,1027201.3,192676.5,1251168.15,20366.23,0.0,31500.0,863.97,230455.0,10060.15,10060.14,189451.74,3224.76,202736.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2701407,2010,41615,20203,331346.53,331346.53,0.0,73856.94,0.0,405203.47,0.0,338871.07,1570217.2,245899.98,17,46709.17,445540.17,39869.08,1053412.52,192807.81,1274417.27,18761.49,0.0,55908.12,934.23,219486.0,8501.22,8501.22,188170.65,4637.16,201309.03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2610707,2011,258662,107731,33762414.98,25168755.56,8593659.42,303612.96,0.0,34066027.94,0.0,29951946.01,47054283.13,4366434.67,100,0.0,3169776.27,2718154.08,14563530.9,1571300.96,22136301.73,6001469.87,0.0,3247098.26,0.0,1062067.62,0.0,687182.87,1428637.16,142663.8,2258483.83,0.0,,,569609.29,202236.44,513813.06,0.0,1106918.04,0.0,178740.75,1285658.79,,,,,,,,,,,,,,
PE,2611903,2007,8832,2404,809235.3,685780.29,123455.01,31932.24,0.0,841167.54,0.0,652520.73,332382.07,75038.71,2,48766.81,245281.16,170200.62,695981.85,6085.2,847266.38,134615.58,0.0,65068.6,10583.75,91625.95,0.0,6900.6,6085.2,0.0,,0.0,,,8575.6,0.0,334694.22,0.0,334694.22,0.0,0.0,343269.82,,,,,,,,,,,,,,
SE,2800308,2008,530109,183393,124333473.35,99441734.09,24891739.26,5283941.38,0.0,129617414.73,0.0,123857286.11,63455722.25,51004375.54,677,4314251.89,12546676.49,16522874.36,103811135.86,7465210.18,142001467.29,30725121.25,0.0,10017428.69,0.0,9405528.89,0.0,6017143.53,2826415.26,4638794.92,,0.0,,,0.0,33812981.1,5052433.09,6083385.36,7368773.18,0.0,37580026.37,44948799.55,,,,,,,,,,,,,,
SE,2805406,2011,17920,12752,2526215.57,2526215.57,0.0,56948.9,0.0,2583164.47,0.0,2249782.96,7243473.26,528640.33,11,67626.1,933723.15,65562.4,1629920.12,0.0,1658640.08,28719.96,0.0,5774.62,0.0,28593.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172544.59,0.0,0.0,0.0,0.0,172544.59,172544.59,0.0,15000.0,5000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2704302,2003,701514,255970,55457517.19,42108659.33,13348857.86,0.0,0.0,55457517.19,,50781964.1,45449093.8,25634962.13,655,203859.01,6196090.58,5346052.36,40523129.84,-4257452.93,48792581.47,6310511.97,0.0,1397470.72,0.0,1744695.04,6216392.59,1291900.3,1958939.66,-6216392.59,,,,,0.0,682167.22,269906.02,38836.5,990910.24,0.0,0.0,990910.24,,,,,,,,,,,,,,
PE,2603454,2006,109044,2122,7014871.25,7014871.25,0.0,541678.18,0.0,7556549.43,,6199790.0,4156455.84,1935713.63,36,349963.42,2395862.84,2197185.33,8650243.91,110131.14,10520163.8,1544335.82,0.0,674382.69,215452.93,1097136.0,0.0,108090.06,110131.14,0.0,,,,,110031.12,129440.85,0.0,0.0,129440.85,0.0,0.0,239471.97,,,,,,,,,,,,,,
PE,2609600,2004,360205,168235,28255755.79,20418206.15,7837549.64,2324835.76,0.0,30580591.55,,25899580.0,25367970.0,5680596.63,116,737848.17,7089512.01,4066618.3,19384672.65,521176.38,29874287.76,9576626.79,0.0,1678524.37,391811.94,131573.17,0.0,399311.86,521176.38,0.0,,,,,460340.55,0.0,94064.53,0.0,94064.53,0.0,0.0,554405.08,,,,,,,,,,,,,,
PE,2613701,2006,61032,9764,3649614.09,3649614.09,0.0,808253.49,0.0,4457867.58,,3345670.0,2030122.13,1564305.78,27,328956.03,746755.91,1629873.54,4788317.09,53790.94,5752413.08,805072.19,0.0,329386.22,105232.86,189039.6,0.0,52794.02,53790.94,0.0,,,,,53742.09,484209.24,0.0,0.0,484209.24,0.0,0.0,537951.33,,,,,,,,,,,,,,
SE,2803500,2005,56929,3478,4012589.57,3810743.67,201845.9,154208.14,0.0,4166797.71,,3505639.41,886005.14,1070488.73,23,132672.3,821665.81,245358.09,2815743.81,0.0,2961145.65,145401.84,0.0,170341.88,0.0,375217.0,0.0,0.0,0.0,0.0,,,,,0.0,2526626.58,0.0,0.0,57329.43,0.0,2469297.15,2526626.58,,,,,,,,,,,,,,
AL,2700300,2022,212864,3873,67438009.77,66862618.47,575391.3,3643991.13,0.0,71082000.9,0.0,74880008.31,133274813.32,5660122.25,42,3928.57,24025138.08,26674523.97,58321548.14,0.0,58605077.67,179944.56,0.0,271.08,0.0,1957564.19,103584.97,0.0,0.0,0.0,0.0,0.0,0.0,127802.78,0.0,1627260.28,0.0,0.0,1627260.28,0.0,0.0,1627260.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127802.78,0.0,0.0,127802.78
AL,2702306,2022,49951,13942,4628978.73,4628978.73,0.0,0.0,0.0,4628978.73,0.0,4628978.73,1189273.25,1219317.87,62,42330.0,2698498.08,727294.92,4742473.96,0.0,5422471.17,0.0,0.0,55033.09,0.0,0.0,679997.21,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
AL,2703106,2022,11353,5000,2806502.22,2361034.08,0.0,130415.43,445468.14,2936917.65,0.0,2641288.3,4489248.39,319947.3,7,32100.0,1318357.63,508664.29,2593083.09,553776.0,3352893.97,160096.88,365042.0,37660.0,0.0,11311.87,45938.0,0.0,553776.0,0.0,553776.0,0.0,0.0,0.0,0.0,9738.0,0.0,2699.0,12437.0,0.0,0.0,12437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2607901,2022,524446,159007,111727318.81,84324290.17,27403028.64,559277.04,0.0,112286595.85,0.0,92560548.49,89587590.74,21298481.5,135,11504350.58,21806807.14,44479923.91,109682341.44,2167216.16,140303587.68,27010965.88,0.0,4926387.16,1395411.45,5666391.15,47652.75,4226257.12,2167216.16,0.0,6393473.28,0.0,,,1697166.55,22956640.55,88195868.88,171857.62,1697166.55,110552947.15,771419.9,113021533.6,,,,,,,,0.0,,,0.0,,,
SE,2806701,2022,95612,26827,20878892.92,17963697.48,2915195.44,1408811.44,0.0,22287704.36,0.0,5157173.87,1595347.8,13463084.84,67,1221847.44,3211198.32,6256079.41,28514444.63,244125.92,30936256.9,179824.92,0.0,2774663.11,20000.0,1587571.51,1977861.43,184759.93,229125.92,15000.0,428885.85,0.0,,0.0,0.0,370429.96,0.0,0.0,0.0,0.0,370429.96,370429.96,650000.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2700607,2017,7066,1285,4409013.91,4306616.17,102397.74,494817.62,0.0,4903831.53,0.0,5014169.85,6279848.15,1132853.72,12,40149.71,93182.0,235748.11,1774181.21,766966.92,2541148.13,0.0,0.0,268562.37,0.0,3685.3,0.0,13499.98,766966.92,0.0,780466.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2707701,2017,56756,20250,10170646.72,8960583.61,1210063.11,1849130.17,0.0,12019776.89,0.0,12675974.0,16179433.72,6054306.06,77,200185.32,3347641.56,4458814.09,14699091.57,1246321.24,15981185.44,35772.63,0.0,565471.11,0.0,72673.43,0.0,21937.47,1246321.24,0.0,1268258.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2600203,2019,11070,8000,1554175.02,1554175.02,0.0,59392.06,0.0,1613567.08,0.0,1390835.63,659548.32,160539.71,3,0.0,1015893.48,424195.92,1759594.12,23121.03,2079058.59,57121.23,0.0,148965.01,141981.92,10000.0,97240.29,104371.6,23090.4,30.63,127492.63,0.0,0.0,0.0,22202.94,88427.4,0.0,0.0,110630.34,0.0,0.0,110630.34,10000.0,80000.0,0.0,90000.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2600302,2018,24702,19715,4085434.53,4085434.53,0.0,142686.19,0.0,4228120.72,0.0,4047251.1,317611.08,2295996.24,42,2917.87,14789.59,2099032.21,5697606.22,80919.0,6188622.84,10754.79,0.0,932460.51,0.0,352409.8,399342.83,234566.45,80919.0,0.0,315485.45,0.0,0.0,0.0,45723.47,532583.09,0.0,0.0,199379.41,0.0,378927.15,578306.56,152857.46,505127.44,0.0,393715.1,0.0,264269.8,657984.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2601201,2017,73667,3752,11077403.79,10795910.37,281493.42,1184569.68,0.0,12261973.47,0.0,11469076.63,3642482.07,4078995.33,40,341533.1,2541489.72,2724267.11,13114641.02,446051.14,13611078.23,50386.07,0.0,1471680.02,0.0,1956675.74,0.0,665363.65,446051.14,0.0,1111414.79,0.0,0.0,0.0,89642.13,22916987.33,0.0,0.0,281926.87,0.0,22724702.59,23006629.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519.32,0.0,0.0,0.0,0.0,8519.32,8519.32
PE,2603108,2021,20618,14100,3918351.44,3918351.44,0.0,83627.18,0.0,4001978.62,0.0,3698389.57,617172.07,618323.53,15,25995.9,3692349.41,1123992.43,5884637.18,60747.13,6454393.0,69167.21,0.0,198825.93,87253.88,225149.98,352587.6,553456.93,60627.32,119.81,614204.06,0.0,0.0,0.0,58009.31,540966.48,0.0,0.0,354272.03,,244703.76,598975.79,0.0,63000.0,0.0,0.0,0.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2605152,2020,8077,5051,1897645.04,1221366.48,676278.56,5147.83,0.0,1902792.87,0.0,1740814.46,669358.04,235272.89,2,0.0,343766.41,396259.8,1400123.72,16550.6,1594713.71,65093.45,0.0,109137.93,9684.76,315686.69,103261.18,74315.21,16505.71,44.89,90865.81,0.0,,0.0,26988.88,244428.61,0.0,0.0,271417.49,0.0,0.0,271417.49,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2608107,2021,21221,16283,3586302.69,3586302.69,0.0,17082.27,0.0,3603384.96,0.0,3043799.52,846292.13,708323.53,8,122842.99,1048375.22,473435.39,3137683.59,47631.94,4246046.18,388222.1,0.0,165425.17,67940.8,619281.29,604567.75,182306.42,47538.0,93.94,229938.36,0.0,0.0,0.0,52231.63,0.0,0.0,0.0,52231.63,,,52231.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2609709,2020,7653,1800,1115884.94,1115884.94,0.0,4280.69,0.0,1120165.63,0.0,902820.2,430487.07,248472.89,3,181279.34,767688.29,240337.02,1758682.5,16587.54,1968296.91,57183.99,0.0,58358.14,14869.61,262546.82,120973.27,43749.03,16542.55,44.99,60336.57,0.0,13200.0,0.0,15888.23,0.0,0.0,0.0,15888.23,0.0,0.0,15888.23,0.0,528645.33,0.0,13200.0,0.0,528645.33,541845.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2611705,2019,12369,18100,1360419.68,1360419.68,0.0,53031.24,0.0,1413450.92,0.0,1001215.62,1137096.16,546932.82,8,0.0,78557.71,202350.88,1186984.96,20253.53,1448242.4,155823.46,0.0,130291.89,0.0,228851.66,85180.45,1963667.22,20226.7,26.83,1983920.75,0.0,0.0,0.0,417730.38,0.0,0.0,0.0,417730.38,0.0,0.0,417730.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2611903,2017,11548,3914,1930830.24,1504633.41,426196.83,64536.04,0.0,1995366.28,0.0,1548651.69,1900577.19,1223698.6,12,37172.65,671396.46,191797.46,3730413.92,72585.0,4014082.5,42028.37,0.0,183379.03,0.0,1422969.72,169055.21,323665.38,72585.0,0.0,396250.38,0.0,0.0,0.0,43606.31,0.0,0.0,0.0,43606.31,0.0,0.0,43606.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2616001,2017,9800,11312,612523.07,612523.07,0.0,28943.14,0.0,641466.21,0.0,345789.74,452033.93,425869.83,5,183572.28,91006.31,234640.28,1017153.21,23334.48,1094975.22,0.0,0.0,59324.51,0.0,22740.0,54487.53,78969.91,23334.48,0.0,102304.39,0.0,0.0,0.0,11499.25,4362885.41,7091963.74,0.0,1244557.01,92989.56,10128801.83,11466348.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5679.55,0.0,0.0,0.0,5679.55,0.0,5679.55
SE,2802908,2017,93460,18000,20321899.06,20321899.06,0.0,1735908.14,0.0,22057807.2,0.0,21054052.18,7380236.68,6376593.58,73,2044316.12,3012309.29,2795606.92,15894421.52,0.0,16284091.19,388669.67,0.0,1256180.04,0.0,409415.57,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456858.0,460777.98,24435.71,24435.71,0.0,917635.98,942071.69,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2803401,2021,10551,7852,2466099.71,2346099.71,120000.0,220197.38,0.0,2686297.09,0.0,2795199.49,0.0,1639513.76,18,145304.41,726996.26,341632.71,3496927.72,30301.78,3853000.49,312694.61,0.0,560116.93,13076.33,83363.65,0.0,170930.05,29604.38,697.4,201231.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2601706,2013,74262,52431,7765878.37,7765878.37,0.0,344401.53,0.0,8110279.9,0.0,7969186.09,5315384.77,2613016.11,45,930225.99,1710691.14,2085432.21,8765880.88,291072.38,9439062.95,416.72,0.0,749339.75,0.0,677175.68,173692.97,204265.12,173623.61,117448.77,495337.5,0.0,0.0,,59653.46,341812.62,0.0,0.0,401466.08,0.0,0.0,401466.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PE,2602902,2015,167430,23981,33241530.75,31837932.47,1403598.28,985312.32,0.0,34226843.07,0.0,57513416.88,18681777.29,5930447.23,68,7530182.8,4363774.18,5522289.59,33821755.74,1528377.49,49575608.64,13557393.66,0.0,5163676.68,0.0,5311385.26,668081.75,1289973.68,1363104.57,165272.92,2818351.17,0.0,,0.0,328383.27,11792892.13,13237377.73,0.0,16249452.66,7656489.07,1452711.4,25358653.13,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2606903,2015,8144,12117,921275.4,921275.4,0.0,34703.07,0.0,955978.47,0.0,924992.97,124467.05,537274.76,7,12012.78,273296.9,255083.2,1226327.7,42688.61,1324839.86,181.81,0.0,87978.52,0.0,60681.54,55641.74,36029.83,38072.42,4616.19,78718.44,0.0,0.0,0.0,9171.97,869.28,0.0,0.0,10041.25,0.0,0.0,10041.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2607901,2016,512606,130977,65241474.81,61223568.62,4017906.19,1854199.59,0.0,67095674.4,0.0,60629751.0,41812128.96,12124981.57,126,16153770.58,14480082.9,5653851.05,63888975.91,3039077.33,73033677.35,3001697.53,0.0,6189217.38,0.0,9287072.43,3103926.58,2781119.16,2861137.89,177939.44,5820196.49,0.0,,,694756.88,4927474.41,20379219.16,0.0,23802082.41,1389116.82,810251.22,26001450.45,,,,,,,,92051.42,,,0.0,0.0,92051.42,92051.42
PE,2614303,2014,5296,6907,473269.8,473269.8,0.0,57602.3,0.0,530872.1,0.0,401473.69,414074.52,272873.14,4,0.0,28568.28,54209.63,463189.1,20366.87,502094.1,626.03,0.0,48864.45,0.0,58673.6,17912.1,21596.14,18768.88,1597.99,41963.01,0.0,3800.0,,4950.03,38.69,0.0,0.0,4950.03,38.69,0.0,4988.72,0.0,0.0,0.0,3800.0,0.0,0.0,3800.0,,,,,,,
PE,2609402,2015,47896,18000,6408783.0,5452700.72,956082.28,365139.39,0.0,6773922.39,0.0,5644268.36,4074559.7,697699.68,8,152603.75,152967.73,732637.03,2727747.43,302485.12,3287184.34,4399.58,0.0,620231.0,0.0,371608.24,252552.21,255302.01,269775.53,32709.59,557787.13,0.0,,0.0,64991.18,236531.24,6894103.8,0.0,7146695.16,0.0,48931.06,7195626.22,,,,,,,,413930.65,0.0,0.0,0.0,0.0,413930.65,413930.65
PE,2612554,2014,4852,14076,400008.31,400008.31,0.0,13705.43,0.0,413713.74,0.0,400678.76,47858.19,94280.38,2,0.0,5759.96,139651.41,289900.81,15872.1,319793.73,61.75,0.0,38249.22,0.0,11959.84,13959.07,16830.08,14626.77,1245.33,32702.18,0.0,0.0,,3857.61,75045.37,0.0,0.0,3857.61,119.01,74926.36,78902.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PE,2615805,2014,11252,10000,1194006.96,1194006.96,0.0,174948.85,0.0,1368955.81,0.0,1316686.72,134111.83,106824.38,2,5000.0,454574.28,153806.13,912322.95,52519.88,1021041.73,9.08,0.0,128378.87,10.0,63739.29,46189.82,55689.79,48399.17,4120.71,108209.67,0.0,0.0,0.0,12764.59,5267826.46,0.0,0.0,65443.7,0.0,5215147.35,5280591.05,0.0,317923.0,0.0,,,,317923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2616001,2014,8992,11308,45335.18,45335.18,0.0,28430.85,0.0,73766.03,0.0,53988.63,339292.36,335673.14,8,20066.02,29709.82,127279.3,816105.66,2830.04,839492.51,67.9,0.0,6730.96,0.0,296646.42,20488.91,3000.84,2607.99,222.05,5830.88,0.0,0.0,0.0,687.82,23072241.25,41536.8,0.0,756365.42,0.0,22358100.45,23114465.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2806701,2015,57129,24458,10181952.14,8576200.23,1605751.91,1955068.22,0.0,12137020.36,0.0,8845462.54,3989704.0,6880834.03,50,532326.23,1424486.08,3623664.61,13812955.19,0.0,13819440.03,6483.85,0.0,801157.53,0.0,550486.71,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,147529.39,0.0,120597.39,0.0,26932.0,147529.39,,,,,,,,,,,,,,
AL,2705507,2009,28568,8642,1344497.69,1084497.69,260000.0,89815.32,0.0,1434313.01,0.0,1640166.15,2741113.85,570257.25,19,202050.46,188970.25,230061.09,1261044.63,463794.02,1794482.75,25017.73,0.0,56125.38,15770.22,13580.2,28856.15,28856.16,452284.18,11509.84,492650.18,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PE,2602902,2007,119929,16601,18153170.3,18116355.71,36814.59,1096393.18,0.0,19249563.48,0.0,16817865.36,4799194.94,2101094.84,28,1222528.57,1728799.04,2457491.04,8531179.4,87862.88,11950512.74,1943686.06,0.0,933265.91,152816.61,,1234967.79,99636.26,87862.88,0.0,,,,,123821.34,37893584.71,0.0,0.0,1071212.9,0.0,36822371.81,38017406.05,,,,,,,,,,,,,,
PE,2608057,2011,24838,10747,1661699.97,1661699.97,0.0,46948.17,0.0,1708648.14,0.0,1609110.48,517471.08,144670.36,18,12234.72,147912.37,374484.18,931606.57,78811.67,1040700.28,30282.04,0.0,224959.78,0.0,27345.16,0.0,34467.0,71656.09,7155.58,113278.67,0.0,0.0,0.0,28569.87,0.0,81685.13,0.0,28569.87,0.0,81685.13,110255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2609501,2009,27850,3759,2236950.62,2060806.76,176143.86,150534.85,0.0,2387485.47,0.0,1899062.6,698811.5,89646.85,4,110259.36,426687.65,164136.68,1017913.19,25092.7,1090705.16,2281.13,0.0,220842.46,45418.14,6340.19,0.0,41859.21,24232.03,860.67,66951.91,0.0,,,62883.55,0.0,0.0,5897.34,68780.89,0.0,0.0,68780.89,,,,,,,,,,,,,,
